DFW data by course for Spring 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highlighted courses mean enrollment per term >= 20 and DFW rate >= 20% (red) or between 15% and 20% (yellow).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,DFW Rate,,,,,,,,,,,,,,,,"DFW equity gap (in percentage points)
compared to Female, Not Pell, White, Non-URM, and Not first generation, respectively.
Positive equity gap means the given group has a higher DFW rate than the comparison group",,,,,,,,,,Each group's percent of total course enrollment,,,,,,,,,,,,,
ALS,Music,MUSC,MUSC 90A,Trumpet: Inter,Lower,1,4,,25.0%,,25.0%,0.0%,50.0%,50.0%,,0.0%,,,,0.0%,0.0%,33.3%,50.0%,0.0%,,50.0,50.0,,0.0,,,,33.3,50.0,,100.0%,50.0%,50.0%,,25.0%,,,,25.0%,25.0%,75.0%,50.0%,
ALS,Music,MUSC,MUSC 140,Jazz Theory and Harmony,Upper,2,8,12.5%,25.0%,100.0%,14.3%,28.6%,0.0%,,,33.3%,,,,20.0%,20.0%,33.3%,0.0%,28.6%,-85.7,-28.6,,,13.3,,,,13.3,-28.6,12.5%,87.5%,12.5%,,,37.5%,,,,62.5%,62.5%,37.5%,12.5%,
ALS,World Languages & Literatures,FREN,FREN 2B,Intermediate French,Lower,4,4,0.0%,25.0%,50.0%,0.0%,50.0%,0.0%,,,0.0%,,,,33.3%,33.3%,0.0%,0.0%,33.3%,-50.0,-50.0,,,-33.3,,,,-33.3,-33.3,50.0%,50.0%,50.0%,,,25.0%,,,,75.0%,75.0%,25.0%,25.0%,
COB,Info Sys and Biz Analytics,MIS,MIS 4,Database Applications,Lower,3,24,0.0%,25.0%,10.0%,35.7%,30.0%,21.4%,,20.0%,50.0%,,,0.0%,12.5%,12.5%,50.0%,36.4%,15.4%,25.7,-8.6,,7.5,37.5,,,-12.5,37.5,21.0,41.7%,58.3%,58.3%,,20.8%,33.3%,,,4.2%,33.3%,66.7%,33.3%,45.8%,
ECS,Civil Engineering,CE,CE 164,Reinforced Concrete Desgn,Upper,3,36,5.6%,25.0%,0.0%,32.0%,12.5%,35.0%,,20.0%,31.3%,,,0.0%,25.0%,20.0%,31.3%,37.5%,15.8%,32.0,22.5,,-5.0,6.3,,,-25.0,11.3,21.7,27.8%,69.4%,55.6%,,13.9%,44.4%,,,2.8%,22.2%,55.6%,44.4%,44.4%,
NSM,Geography,GEOG,GEOG 181,Quantitative Methods Geography,Upper,3,16,6.3%,25.0%,0.0%,36.4%,33.3%,14.3%,,0.0%,20.0%,,,,14.3%,27.3%,20.0%,100.0%,7.7%,36.4,-19.0,,-14.3,5.7,,,,-7.3,92.3,31.3%,68.8%,43.8%,,6.3%,31.3%,,,,43.8%,68.8%,31.3%,18.8%,
NSM,Mathematics,MATH,MATH 104,Vector Analysis,Upper,3,12,0.0%,25.0%,0.0%,27.3%,0.0%,42.9%,,40.0%,0.0%,,,,50.0%,37.5%,0.0%,16.7%,33.3%,27.3,42.9,,-10.0,-50.0,,,,-37.5,-16.7,8.3%,91.7%,58.3%,,41.7%,33.3%,,,,16.7%,66.7%,33.3%,50.0%,
NSM,Physics,PHYS,PHYS 151,Advanced Modern Physics,Upper,3,4,0.0%,25.0%,0.0%,50.0%,0.0%,50.0%,,100.0%,,,,,0.0%,25.0%,,,25.0%,50.0,50.0,,100.0,,,,,,,50.0%,50.0%,50.0%,,25.0%,,,,,50.0%,100.0%,,,
SSIS,Economics,ECON,ECON 192,International Finance,Upper,3,32,3.1%,25.0%,21.4%,27.8%,27.8%,21.4%,0.0%,33.3%,0.0%,,0.0%,0.0%,50.0%,27.6%,0.0%,20.0%,31.8%,6.3,-6.3,-50.0,-16.7,-50.0,,-50.0,-50.0,-27.6,-11.8,43.8%,56.3%,43.8%,3.1%,46.9%,3.1%,,3.1%,6.3%,18.8%,90.6%,9.4%,15.6%,
SSIS,Environmental Studies,ENVS,ENVS 120,Quantitative Methods Env Sci,Upper,3,36,27.8%,25.0%,20.8%,33.3%,21.1%,29.4%,100.0%,16.7%,50.0%,,0.0%,25.0%,13.3%,15.4%,50.0%,25.0%,25.0%,12.5,8.4,86.7,3.3,36.7,,-13.3,11.7,34.6,0.0,66.7%,33.3%,47.2%,2.8%,16.7%,22.2%,,2.8%,11.1%,41.7%,72.2%,27.8%,22.2%,
SSIS,Political Science,POLS,POLS 127,Elements of International Law,Upper,3,44,2.3%,25.0%,25.0%,25.0%,20.0%,31.6%,0.0%,50.0%,40.0%,,,0.0%,0.0%,13.6%,36.4%,20.0%,30.8%,0.0,11.6,0.0,50.0,40.0,,,0.0,22.7,-10.8,81.8%,18.2%,43.2%,4.5%,13.6%,45.5%,,,4.5%,20.5%,50.0%,50.0%,34.1%,
SSIS,Women's Studies,WOMS,WOMS 180,Seminar Feminist Theory,Upper,3,24,4.2%,25.0%,22.7%,50.0%,21.4%,30.0%,,100.0%,33.3%,,,0.0%,12.5%,16.7%,33.3%,25.0%,22.2%,27.3,8.6,,87.5,20.8,,,-12.5,16.7,2.8,91.7%,8.3%,41.7%,,4.2%,50.0%,,,12.5%,33.3%,50.0%,50.0%,16.7%,
NSM,Mathematics,STAT,STAT 50,Intro Probability+Stat,Lower,4,191,12.6%,25.1%,32.1%,23.9%,19.7%,33.8%,66.7%,25.0%,35.7%,,,33.3%,15.4%,22.5%,38.7%,32.8%,23.9%,-8.2,14.1,51.3,9.6,20.3,,,17.9,16.2,8.8,14.7%,85.3%,38.7%,1.6%,33.5%,14.7%,,,7.9%,27.2%,83.8%,16.2%,30.4%,
HHS,Social Work,SWRK,SWRK 95,Introduction to Social Work,Lower,3,82,,25.6%,29.2%,0.0%,26.3%,25.0%,25.0%,33.3%,23.1%,,0.0%,0.0%,38.5%,30.0%,23.1%,27.6%,25.0%,-29.2,-1.3,-13.5,-5.1,-15.4,,-38.5,-38.5,-6.9,2.6,87.8%,12.2%,53.7%,14.6%,11.0%,47.6%,,1.2%,7.3%,15.9%,36.6%,63.4%,35.4%,
ALS,Humanities and Religious Studies,HRS,HRS 71,Arts+Ideas Asia:Modern,Lower,3,31,0.0%,25.8%,18.8%,33.3%,15.4%,33.3%,100.0%,18.2%,30.0%,,,0.0%,28.6%,20.0%,36.4%,18.2%,33.3%,14.6,17.9,71.4,-10.4,1.4,,,-28.6,16.4,-15.2,51.6%,48.4%,58.1%,3.2%,35.5%,32.3%,,,3.2%,22.6%,64.5%,35.5%,35.5%,
ED,Undergraduate Studies in Education,CHAD,CHAD 128,Combined Methods in CHDV,Upper,3,31,0.0%,25.8%,27.6%,0.0%,22.2%,27.3%,0.0%,66.7%,23.1%,,100.0%,0.0%,0.0%,27.3%,25.0%,35.3%,8.3%,-27.6,5.1,0.0,66.7,23.1,,100.0,0.0,-2.3,27.0,93.5%,6.5%,71.0%,16.1%,9.7%,41.9%,,6.5%,3.2%,19.4%,35.5%,64.5%,54.8%,
ED,Undergraduate Studies in Education,DEAF,DEAF 60,Introduction to Deaf Studies,Lower,3,62,0.0%,25.8%,23.1%,40.0%,16.0%,32.4%,37.5%,66.7%,19.2%,,,0.0%,16.7%,28.6%,23.5%,20.0%,29.5%,16.9,16.4,20.8,50.0,2.6,,,-16.7,-5.0,-9.5,83.9%,16.1%,59.7%,12.9%,9.7%,41.9%,,,1.6%,29.0%,45.2%,54.8%,24.2%,
ALS,Philosophy,PHIL,PHIL 26,History of Philosophy,Lower,3,58,8.6%,25.9%,25.8%,25.9%,13.6%,33.3%,50.0%,30.0%,26.1%,,,0.0%,16.7%,20.7%,31.0%,42.1%,18.4%,0.1,19.7,33.3,13.3,9.4,,,-16.7,10.3,23.7,53.4%,46.6%,62.1%,10.3%,17.2%,39.7%,,,6.9%,20.7%,50.0%,50.0%,32.8%,
ALS,Communication Studies,COMS,COMS 5,Communication Experience,Lower,3,630,7.5%,25.9%,24.6%,27.9%,22.7%,29.6%,35.4%,20.4%,25.2%,50.0%,14.3%,34.8%,27.8%,25.1%,26.6%,26.2%,25.0%,3.3,6.8,7.6,-7.3,-2.6,22.2,-13.5,7.0,1.6,1.2,60.6%,39.2%,46.2%,7.6%,21.7%,41.6%,0.3%,1.1%,7.3%,14.3%,49.4%,50.6%,35.1%,
NSM,Physics,ASTR,ASTR 132,"Stars,Galaxies&Cosmology",Upper,3,27,0.0%,25.9%,28.6%,25.0%,7.1%,46.2%,100.0%,20.0%,40.0%,,,33.3%,16.7%,19.0%,50.0%,0.0%,30.4%,-3.6,39.0,83.3,3.3,23.3,,,16.7,31.0,-30.4,25.9%,74.1%,48.1%,3.7%,18.5%,18.5%,,,11.1%,44.4%,77.8%,22.2%,14.8%,
SSIS,Family and Consumer Sciences,NUFD,NUFD 9,Food Safety and Sanitation,Lower,3,81,4.9%,25.9%,24.6%,29.2%,30.6%,22.2%,12.5%,18.8%,30.8%,,0.0%,0.0%,28.6%,26.7%,25.0%,30.0%,20.8%,4.6,-8.3,-16.1,-9.8,2.2,,-28.6,-28.6,-1.7,9.2,70.4%,29.6%,55.6%,9.9%,19.8%,32.1%,,2.5%,7.4%,17.3%,55.6%,44.4%,37.0%,
COB,Accounting,ACCY,ACCY 111,Intermediate Acctg I,Upper,3,161,11.8%,26.1%,31.2%,19.1%,18.8%,31.5%,0.0%,24.1%,39.5%,,0.0%,28.6%,18.4%,22.7%,33.3%,32.9%,21.5%,-12.1,12.7,-18.4,5.7,21.1,,-18.4,10.2,10.6,11.4,57.8%,42.2%,57.1%,1.9%,33.5%,26.7%,,3.1%,4.3%,23.6%,68.3%,31.7%,45.3%,
ED,Undergraduate Studies in Education,CHAD,CHAD 35,Child+Adolescent Develpmt,Lower,3,187,6.4%,26.2%,27.3%,22.9%,21.1%,31.5%,25.0%,11.1%,36.7%,,33.3%,12.5%,21.7%,16.9%,34.7%,32.9%,21.2%,-4.4,10.5,3.3,-10.6,15.0,,11.6,-9.2,17.8,11.8,74.3%,25.7%,49.2%,8.6%,14.4%,42.2%,,1.6%,4.3%,24.6%,47.6%,52.4%,42.2%,
ALS,World Languages & Literatures,GERM,GERM 1B,Elementary German,Lower,4,34,8.8%,26.5%,28.6%,25.0%,25.0%,27.8%,100.0%,0.0%,25.0%,,,33.3%,22.7%,24.1%,40.0%,33.3%,22.2%,-3.6,2.8,77.3,-22.7,2.3,,,10.6,15.9,11.1,41.2%,58.8%,52.9%,2.9%,5.9%,11.8%,,,8.8%,64.7%,85.3%,14.7%,17.6%,
NSM,Physics,PHYS,PHYS 135,Electricity And Magnetism,Upper,3,15,26.7%,26.7%,33.3%,22.2%,22.2%,33.3%,,50.0%,50.0%,,,0.0%,0.0%,23.1%,50.0%,66.7%,18.2%,-11.1,11.1,,50.0,50.0,,,0.0,26.9,48.5,40.0%,60.0%,40.0%,,40.0%,13.3%,,,6.7%,40.0%,86.7%,13.3%,20.0%,
SSIS,Environmental Studies,ENVS,ENVS 110,Contemporary Envir Issues,Upper,3,30,0.0%,26.7%,21.1%,40.0%,27.3%,26.3%,0.0%,0.0%,27.3%,0.0%,,42.9%,33.3%,29.4%,23.1%,12.5%,31.8%,18.9,-1.0,-33.3,-33.3,-6.1,-33.3,,9.5,-6.3,-19.3,63.3%,33.3%,63.3%,3.3%,13.3%,36.7%,3.3%,,23.3%,20.0%,56.7%,43.3%,26.7%,
SSIS,Political Science,POLS,POLS 119B,Greek Political Thought,Upper,3,30,0.0%,26.7%,21.4%,31.3%,30.8%,23.5%,33.3%,0.0%,46.7%,,,,0.0%,0.0%,44.4%,33.3%,16.7%,9.8,-7.2,33.3,0.0,46.7,,,,44.4,16.7,46.7%,53.3%,56.7%,10.0%,6.7%,50.0%,,,,30.0%,40.0%,60.0%,50.0%,
ALS,English,ENGL,ENGL 50B,Intro To American Lit II,Lower,3,108,0.0%,26.9%,22.2%,36.1%,17.5%,37.3%,54.5%,33.3%,27.0%,,,27.3%,3.4%,21.7%,33.3%,44.4%,20.5%,13.9,19.7,51.1,29.9,23.6,,,23.8,11.7,23.9,66.7%,33.3%,47.2%,10.2%,11.1%,34.3%,,,10.2%,26.9%,55.6%,44.4%,25.0%,
ALS,Humanities and Religious Studies,HRS,HRS 136,Birth Of The Modern,Upper,3,26,0.0%,26.9%,31.6%,14.3%,21.4%,33.3%,,33.3%,45.5%,,,50.0%,0.0%,13.3%,45.5%,33.3%,23.5%,-17.3,11.9,,33.3,45.5,,,50.0,32.1,9.8,73.1%,26.9%,46.2%,,11.5%,42.3%,,,7.7%,38.5%,57.7%,42.3%,34.6%,
ALS,English,ENGL,ENGL 10,Academic Literacies I,Lower,3,44,50.0%,27.3%,29.0%,16.7%,15.0%,37.5%,40.0%,14.3%,36.4%,,,0.0%,0.0%,11.8%,37.0%,29.6%,20.0%,-12.4,22.5,40.0,14.3,36.4,,,0.0,25.3,9.6,70.5%,27.3%,54.5%,11.4%,15.9%,50.0%,,,6.8%,4.5%,38.6%,61.4%,61.4%,
SSIS,Economics,ECON,ECON 184,Women+Economy,Upper,3,22,0.0%,27.3%,27.3%,27.3%,16.7%,40.0%,100.0%,50.0%,0.0%,,,0.0%,0.0%,26.7%,28.6%,42.9%,8.3%,0.0,23.3,100.0,50.0,0.0,,,0.0,1.9,34.5,50.0%,50.0%,45.5%,9.1%,27.3%,22.7%,,,4.5%,22.7%,68.2%,31.8%,31.8%,
SSIS,Gerontology,GERO,GERO 122,Managing Disorders in Elders,Upper,3,22,0.0%,27.3%,26.3%,33.3%,30.0%,25.0%,0.0%,33.3%,22.2%,,,50.0%,33.3%,36.4%,18.2%,12.5%,30.8%,7.0,-5.0,-33.3,0.0,-11.1,,,16.7,-18.2,-18.3,86.4%,13.6%,54.5%,9.1%,13.6%,40.9%,,,9.1%,27.3%,50.0%,50.0%,36.4%,
ALS,Humanities and Religious Studies,HRS,HRS 119,Classical Mythology,Upper,3,190,5.3%,27.4%,28.0%,26.2%,23.7%,30.9%,33.3%,36.4%,18.2%,0.0%,100.0%,38.5%,26.1%,32.1%,21.4%,30.3%,25.2%,-1.8,7.3,7.2,10.3,-7.9,-26.1,73.9,12.4,-10.6,5.1,65.8%,34.2%,51.1%,7.9%,17.4%,34.7%,1.1%,0.5%,6.8%,24.2%,55.8%,44.2%,34.7%,
ALS,English,ENGL,ENGL 60,Reading for Speed & Efficiency,Lower,2,47,,27.7%,33.3%,20.0%,23.5%,30.0%,100.0%,25.0%,14.8%,,,0.0%,40.0%,42.1%,17.9%,18.5%,26.7%,-13.3,6.5,60.0,-15.0,-25.2,,,-40.0,-24.2,-8.1,57.4%,42.6%,63.8%,2.1%,8.5%,57.4%,,,2.1%,10.6%,40.4%,59.6%,57.4%,
ALS,English,ENGL,ENGL 5M,Accel Academic Literacies - ML,Lower,3,169,6.5%,27.8%,24.5%,33.3%,31.3%,25.7%,100.0%,20.0%,29.8%,,33.3%,100.0%,0.0%,22.8%,32.2%,27.6%,28.8%,8.8,-5.5,100.0,20.0,29.8,,33.3,100.0,9.4,-1.2,60.4%,39.1%,62.1%,1.8%,26.6%,49.7%,,1.8%,0.6%,3.0%,46.7%,53.3%,51.5%,
ALS,Communication Studies,COMS,COMS 188,Sen Seminar Intercultural,Upper,3,25,0.0%,28.0%,16.7%,38.5%,22.2%,31.3%,0.0%,60.0%,33.3%,,50.0%,0.0%,0.0%,25.0%,30.8%,16.7%,27.8%,21.8,9.0,0.0,60.0,33.3,,50.0,0.0,5.8,-11.1,48.0%,52.0%,64.0%,8.0%,20.0%,36.0%,,8.0%,8.0%,16.0%,48.0%,52.0%,24.0%,
ALS,History,HIST,HIST 105,Grt Age+Issu Mod Eur Hist,Upper,3,32,0.0%,28.1%,36.4%,23.8%,14.3%,38.9%,50.0%,50.0%,33.3%,,0.0%,33.3%,15.4%,26.1%,33.3%,50.0%,18.2%,-12.6,24.6,34.6,34.6,17.9,,-15.4,17.9,7.2,31.8,34.4%,65.6%,56.3%,6.3%,18.8%,18.8%,,3.1%,9.4%,40.6%,71.9%,28.1%,31.3%,
NSM,Mathematics,MATH,MATH 31,Calculus II,Lower,4,361,13.0%,28.5%,30.0%,28.0%,30.7%,26.2%,50.0%,22.6%,37.0%,,,22.2%,28.0%,23.5%,39.0%,34.1%,27.5%,-2.0,-4.5,22.0,-5.4,9.0,,,-5.8,15.5,6.6,24.9%,75.1%,47.6%,5.0%,31.9%,27.7%,,,2.5%,22.7%,67.3%,32.7%,23.5%,
ALS,Department of Design,INTD,INTD 96,Intro to INTD Arch Studio/CAD,Lower,5,21,4.8%,28.6%,37.5%,0.0%,25.0%,30.8%,,33.3%,22.2%,,,0.0%,40.0%,33.3%,22.2%,30.0%,27.3%,-37.5,5.8,,-6.7,-17.8,,,-40.0,-11.1,2.7,76.2%,23.8%,61.9%,,28.6%,42.9%,,,4.8%,23.8%,57.1%,42.9%,47.6%,
ALS,History,HIST,HIST 138B,Modern Latin America,Upper,3,21,4.8%,28.6%,33.3%,26.7%,35.7%,14.3%,0.0%,0.0%,35.7%,,,0.0%,0.0%,16.7%,33.3%,11.1%,40.0%,-6.7,-21.4,0.0,0.0,35.7,,,0.0,16.7,-28.9,28.6%,71.4%,33.3%,4.8%,4.8%,66.7%,,,4.8%,9.5%,28.6%,71.4%,42.9%,
ALS,Humanities and Religious Studies,HRS,HRS 195,Seminar in Humanities,Upper,3,7,,28.6%,25.0%,33.3%,0.0%,66.7%,,,0.0%,,,,25.0%,40.0%,0.0%,0.0%,40.0%,8.3,66.7,,,-25.0,,,,-40.0,-40.0,57.1%,42.9%,42.9%,,,28.6%,,,,57.1%,71.4%,28.6%,28.6%,
ALS,Music,MUSC,MUSC 170A,Percussion: Adv,Upper,1,7,,28.6%,0.0%,33.3%,20.0%,50.0%,0.0%,,100.0%,,,,25.0%,20.0%,50.0%,50.0%,20.0%,33.3,30.0,-25.0,,75.0,,,,30.0,30.0,14.3%,85.7%,28.6%,14.3%,,14.3%,,,,57.1%,71.4%,28.6%,28.6%,
HHS,Kinesiology,KINS,KINS 106C,Advanced Weight Training,Upper,1,28,,28.6%,37.5%,25.0%,18.2%,35.3%,33.3%,0.0%,36.4%,,,0.0%,28.6%,21.4%,35.7%,35.7%,21.4%,-12.5,17.1,4.8,-28.6,7.8,,,-28.6,14.3,14.3,28.6%,71.4%,60.7%,10.7%,7.1%,39.3%,,,10.7%,25.0%,50.0%,50.0%,50.0%,
HHS,Kinesiology,KINS,KINS 194D,Assign Fld Exper Coaching,Upper,2,8,,28.6%,28.6%,28.6%,28.6%,28.6%,,0.0%,22.2%,,,,50.0%,40.0%,22.2%,0.0%,33.3%,0.0,0.0,,-50.0,-27.8,,,,-17.8,-33.3,50.0%,50.0%,50.0%,,12.5%,62.5%,,,,25.0%,37.5%,62.5%,12.5%,
HHS,"Recreation, Parks, and Tourism Administration",RPTA,RPTA 153,Environmental Interp,Upper,3,14,0.0%,28.6%,25.0%,33.3%,27.3%,33.3%,,,0.0%,,,,30.0%,33.3%,0.0%,33.3%,20.0%,8.3,6.1,,,-30.0,,,,-33.3,13.3,57.1%,42.9%,21.4%,,,14.3%,,,,71.4%,85.7%,14.3%,21.4%,
NSM,Physics,PHYS,PHYS 195,Teaching Internship,Upper,1.7,7,,28.6%,33.3%,25.0%,25.0%,33.3%,,100.0%,50.0%,,,,0.0%,20.0%,50.0%,50.0%,20.0%,-8.3,8.3,,100.0,50.0,,,,30.0,30.0,42.9%,57.1%,42.9%,,14.3%,28.6%,,,,57.1%,71.4%,28.6%,28.6%,
COB,Accounting,ACCY,ACCY 113,Intermediate Acctg III,Upper,3,62,9.7%,29.0%,21.9%,36.7%,39.3%,20.6%,50.0%,22.2%,42.9%,,50.0%,16.7%,13.3%,25.5%,45.5%,26.9%,26.7%,14.8,-18.7,36.7,8.9,29.5,,36.7,3.3,20.0,0.3,51.6%,48.4%,54.8%,3.2%,29.0%,11.3%,,3.2%,9.7%,24.2%,82.3%,17.7%,41.9%,
ECS,Computer Science,CSC,CSC 155,Adv Computer Graphics,Upper,3,31,0.0%,29.0%,50.0%,27.6%,27.8%,30.8%,,42.9%,12.5%,,,0.0%,30.8%,34.8%,12.5%,33.3%,29.2%,-22.4,3.0,,12.1,-18.3,,,-30.8,-22.3,4.2,6.5%,93.5%,41.9%,,22.6%,25.8%,,,3.2%,41.9%,74.2%,25.8%,19.4%,
SSIS,Psychology,PSYC,PSYC 102,Adv Mthd & Stats in Psyc Rsrch,Upper,4,41,4.9%,29.3%,30.0%,27.3%,42.9%,15.0%,0.0%,28.6%,33.3%,,100.0%,20.0%,20.0%,25.0%,35.3%,47.1%,16.7%,-2.7,-27.9,-20.0,8.6,13.3,,80.0,0.0,10.3,30.4,73.2%,26.8%,48.8%,2.4%,17.1%,36.6%,,2.4%,12.2%,24.4%,58.5%,41.5%,41.5%,
NSM,Mathematics,STAT,STAT 10B,Intro Stat II w/ Dev. Math,Lower,3,116,14.7%,29.3%,29.3%,29.4%,25.9%,32.3%,50.0%,33.3%,27.3%,,0.0%,0.0%,27.3%,28.0%,30.3%,31.5%,27.9%,0.1,6.3,22.7,6.1,0.0,,-27.3,-27.3,2.3,3.6,85.3%,14.7%,53.4%,8.6%,25.9%,47.4%,,0.9%,6.0%,9.5%,43.1%,56.9%,46.6%,
ECS,Mechanical Engineering,ME,ME 76,Programming & Problem Solving,Lower,2,68,7.4%,29.4%,0.0%,31.7%,21.6%,38.7%,100.0%,16.7%,48.1%,,,0.0%,6.3%,12.8%,51.7%,33.3%,25.0%,31.7,17.1,93.8,10.4,41.9,,,-6.3,38.9,8.3,7.4%,92.6%,45.6%,2.9%,17.6%,39.7%,,,1.5%,23.5%,57.4%,42.6%,44.1%,
NSM,Natural Sciences & Mathematics,NSM,NSM 12E,Peer-Assist Learn for MATH 30,Lower,1,17,,29.4%,20.0%,33.3%,44.4%,12.5%,33.3%,25.0%,16.7%,,,,50.0%,37.5%,22.2%,25.0%,37.5%,13.3,-31.9,-16.7,-25.0,-33.3,,,,-15.3,-12.5,29.4%,70.6%,47.1%,17.6%,23.5%,35.3%,,,,23.5%,47.1%,52.9%,47.1%,
SSIS,Environmental Studies,ENVS,ENVS 195,Envir Studies Internship,Upper,3,34,0.0%,29.4%,15.0%,50.0%,20.0%,42.9%,0.0%,25.0%,44.4%,0.0%,,0.0%,33.3%,26.1%,36.4%,27.3%,30.4%,35.0,22.9,-33.3,-8.3,11.1,-33.3,,-33.3,10.3,-3.2,58.8%,41.2%,41.2%,2.9%,11.8%,26.5%,2.9%,,8.8%,44.1%,67.6%,32.4%,32.4%,
SSIS,Women's Studies,WOMS,WOMS 75,Intro to Disability Studies,Lower,3,44,2.3%,29.5%,26.3%,50.0%,22.2%,34.6%,25.0%,50.0%,26.3%,0.0%,,0.0%,33.3%,35.0%,25.0%,37.5%,25.0%,23.7,12.4,-8.3,16.7,-7.0,-33.3,,-33.3,-10.0,12.5,86.4%,13.6%,59.1%,9.1%,13.6%,43.2%,2.3%,,9.1%,20.5%,45.5%,54.5%,36.4%,
ALS,World Languages & Literatures,ITAL,ITAL 1A,Elementary Italian,Lower,4,27,0.0%,29.6%,23.1%,35.7%,25.0%,33.3%,33.3%,0.0%,16.7%,0.0%,,66.7%,18.2%,35.3%,20.0%,14.3%,31.6%,12.6,8.3,15.2,-18.2,-1.5,-18.2,,48.5,-15.3,-17.3,48.1%,51.9%,55.6%,11.1%,3.7%,22.2%,3.7%,,11.1%,40.7%,63.0%,37.0%,25.9%,
ALS,Philosophy,PHIL,PHIL 6,Introductn To Philosophy,Lower,3,181,6.1%,29.8%,31.1%,28.2%,23.1%,35.0%,50.0%,20.0%,33.7%,,0.0%,36.4%,20.7%,21.5%,36.3%,29.0%,28.7%,-2.9,11.9,29.3,-0.7,13.0,,-20.7,15.7,14.8,0.3,56.9%,43.1%,56.9%,9.9%,16.6%,45.9%,,0.6%,6.1%,16.0%,43.6%,56.4%,34.3%,
ALS,Communication Studies,COMS,COMS 170,Data Analy Communic Rsrch,Upper,3,10,10.0%,30.0%,33.3%,25.0%,0.0%,60.0%,,100.0%,66.7%,,,0.0%,0.0%,14.3%,66.7%,25.0%,33.3%,-8.3,60.0,,100.0,66.7,,,0.0,52.4,-8.3,60.0%,40.0%,50.0%,,10.0%,30.0%,,,20.0%,40.0%,70.0%,30.0%,40.0%,
ALS,History,HIST,HIST 172/WOMS 172,LGBTQ Histories,Upper,3,30,0.0%,30.0%,27.3%,42.9%,20.0%,35.0%,0.0%,0.0%,33.3%,,,0.0%,38.5%,31.6%,27.3%,14.3%,31.8%,15.6,15.0,-38.5,-38.5,-5.1,,,-38.5,-4.3,-17.5,73.3%,23.3%,66.7%,6.7%,3.3%,30.0%,,,10.0%,43.3%,63.3%,36.7%,23.3%,
SSIS,Economics,ECON,ECON 100B,Interm Microecon Theory,Upper,3,103,18.4%,30.1%,24.1%,32.4%,31.6%,28.3%,33.3%,46.7%,25.0%,,0.0%,0.0%,22.2%,32.9%,24.2%,25.7%,30.6%,8.3,-3.3,11.1,24.4,2.8,,-22.2,-22.2,-8.6,-4.9,28.2%,71.8%,44.7%,2.9%,29.1%,27.2%,,1.9%,2.9%,26.2%,68.0%,32.0%,34.0%,
ECS,Construction Management,CM,CM 130,Struc I Des Prin+Strc Stl,Upper,3,33,21.2%,30.3%,100.0%,28.1%,34.8%,20.0%,0.0%,50.0%,36.4%,,,25.0%,28.6%,28.6%,33.3%,30.0%,30.4%,-71.9,-14.8,-28.6,21.4,7.8,,,-3.6,4.8,-0.4,3.0%,97.0%,30.3%,3.0%,6.1%,33.3%,,,12.1%,42.4%,63.6%,36.4%,30.3%,
NSM,Mathematics,MATH,MATH 45,Differntl Equatn Sci+Engr,Lower,3,158,12.7%,30.4%,33.3%,29.8%,25.0%,39.7%,33.3%,28.2%,46.7%,,0.0%,8.3%,19.5%,23.6%,44.2%,42.2%,26.2%,-3.6,14.7,13.8,8.7,27.2,,-19.5,-11.2,20.6,16.1,17.1%,82.9%,36.7%,3.8%,24.7%,28.5%,,0.6%,7.6%,25.9%,67.1%,32.9%,28.5%,
ALS,Department of Design,INTD,INTD 15,Intro To Interior Design,Lower,3,138,2.2%,30.4%,33.0%,24.4%,29.0%,31.6%,30.8%,22.7%,35.1%,,,33.3%,27.3%,26.5%,34.3%,35.3%,27.7%,-8.6,2.5,3.5,-4.5,7.8,,,6.1,7.8,7.6,70.3%,29.7%,55.1%,9.4%,15.9%,41.3%,,,4.3%,23.9%,49.3%,50.7%,37.0%,
SSIS,Sociology,SOC,SOC 106,"Births,Deaths+Borders",Upper,3,23,0.0%,30.4%,28.6%,33.3%,30.8%,30.0%,33.3%,25.0%,33.3%,,0.0%,0.0%,50.0%,30.0%,30.8%,44.4%,23.1%,4.8,-0.8,-16.7,-25.0,-16.7,,-50.0,-50.0,0.8,21.4,60.9%,39.1%,43.5%,13.0%,17.4%,39.1%,,4.3%,8.7%,8.7%,43.5%,56.5%,39.1%,
NSM,Biological Sciences,BIO,BIO 22,Intro Human Anatomy,Lower,4,167,12.6%,30.5%,34.0%,25.0%,30.2%,30.9%,46.7%,29.7%,31.9%,,0.0%,55.6%,16.7%,26.8%,34.1%,30.0%,30.4%,-9.0,0.6,30.0,13.1,15.2,,-16.7,38.9,7.3,-0.4,61.7%,38.3%,48.5%,9.0%,22.2%,41.3%,,0.6%,5.4%,18.0%,49.1%,50.9%,29.9%,
